! MMT Pointing Data from 12/12/2020
! Converted from raw pointing file: point.dat
!
! MMT pointing data in tpoint format 4
! Next follows the header record. (Tpoint manual p. 23)
!       (TPOINT run parameters record)
! First 3 numbers are latitude (deg,min,sec)
! The next 3 are UTC date (year, month, day)
! The next 2 are Temp and Pressure
! The last 2 are Elevation and Rel. Humidity
!
! These data are observed AZ/EL followed by Raw AZ/EL
! transformed AZ into tpoint convention (South = 0, East=90)
MMT Pointing Data from 09/29/2020
+31 41 19.6 2020 12 18 0.0 741 2608.0 0.5
182.7453857 82.2052285 -176.8922996 82.2162508
174.3252931 17.2728079 174.6634887 17.2815669
184.1013293 54.0973621 -175.5567154 54.1077497
195.7330296 72.3397319 -163.9204483 72.3500050
139.4932485 25.9646833 139.8319835 25.9760531
146.1740927 54.3296267 146.5158374 54.3417555
150.9893043 74.8573551 151.3382975 74.8697563
110.1724505 24.7366166 110.5104931 24.7489807
107.6308791 50.2498156 107.9699559 50.2630855
97.3253786 69.3145520 97.6646556 69.3280755
79.9708852 28.7372900 80.308197 28.7498420
77.444255 41.2934480 77.7813652 41.3062988
67.5310755 69.2014057 67.8663353 69.2147185
68.5153938 30.7492122 68.8520125 30.7614131
47.0049383 49.7552349 47.3405939 49.7677939
36.4245505 64.9563390 36.7583548 64.9684880
24.8837696 33.8468336 25.2195844 33.8578823
31.5385421 54.5582280 31.8730009 54.5704394
7.51996439999999 63.2536325 7.85275580000001 63.2648358
-8.31832270000001 31.8828744 -7.98282 31.8925624
-4.2752275 54.5284695 -3.9415065 54.5389613
-20.6872479 61.0758028 -20.3531503 61.0858438
-39.6402284 30.2352774 -39.3040551 30.2433823
-40.5689392 51.5892837 -40.2338482 51.5979035
-33.0516663 55.3545734 -32.7171808 55.3635991
-69.9390647 30.3260553 -69.601797 30.3331354
-63.8522662 36.1894971 -63.5152695 36.1973473
-47.1520979 57.2850911 -46.8170678 57.2939396
-84.2136656 17.1828437 -83.8762806 17.1884809
-81.7747336 38.1834789 -81.4373647 38.1908127
-77.0361641 58.6190738 -76.69889 58.6270799
-115.7307735 16.5374197 -115.3928185 16.5430576
-115.7504491 37.1102827 -115.4118662 37.1178654
-111.3329552 56.2134238 -110.9936233 56.2212044
-146.3636616 17.1813600 -146.0251897 17.1882334
-143.5925257 36.8528627 -143.2528538 36.8612739
-128.6235128 68.3102559 -128.2805416 68.3186858
-123.7773788 85.6903257 -123.4095949 85.6986057
-110.5694322 80.8976634 -110.2214205 80.9057027
-110.4693932 23.8892882 -110.1312895 23.8962354
-70.1847808 24.3374399 -69.8474529 24.3447802
-71.9153598 69.9925739 -71.5793673 70.0009869
-27.7986945 80.9775402 -27.4740453 80.9877147
9.31925480000001 77.5312433 9.6460347 77.5431075
46.3966572 82.6089143 46.7229702 82.6225531
48.8963354 26.4875375 49.2326977 26.4995816
107.8467095 84.0741097 108.1999793 84.0882129
128.5741587 79.1947582 128.9248847 79.2080704
160.1691866 75.3034282 160.5191564 75.3155622
180.4756523 83.2739848 -179.1576808 83.2857000
